ChCode,  Amount OB  ,  Principal Amount Due  
01PAFL2602-308," 921,362.31 "," 7,361.86 "
01PAFL2602-309," 984,806.11 "," 47,527.65 "
01PAFL2602-31," 130,864.56 "," 33,962.51 "
01PAFL2602-310," 1,149,933.69 "," 65,890.18 "
01PAFL2602-32," 789,709.88 "," 39,957.29 "
01PAFL2602-33," 968,490.51 "," 8,113.87 "
01PAFL2602-34," 190,860.07 "," 1,429.36 "
01PAFL2602-35," 968,335.56 "," 31,312.86 "
01PAFL2602-36," 1,563,713.93 "," 35,251.58 "
01PAFL2602-37," 54,068.05 "," 3,775.08 "
01PAFL2602-38," 585,372.44 "," 47,794.22 "
01PAFL2602-39," 244,049.23 "," 34,631.89 "
01PAFL2602-4," 198,513.66 "," 72,870.21 "
01PAFL2602-40," 640,664.08 "," 5,846.32 "
01PAFL2602-41," 396,448.77 "," 2,705.24 "
01PAFL2602-42," 854,503.60 "," 45,683.41 "
01PAFL2602-43," 409,533.54 "," 3,052.62 "
01PAFL2602-44," 1,699,774.98 "," 68,279.42 "
01PAFL2602-45," 427,632.03 "," 10,281.69 "
01PAFL2602-46," 953,053.79 "," 37,735.85 "
01PAFL2602-47," 925,018.63 "," 55,557.07 "
01PAFL2602-48," 369,500.01 "," 11,897.01 "
01PAFL2602-49," 663,250.77 "," 37,073.43 "
01PAFL2602-5," 751,811.81 "," 57,608.90 "
01PAFL2602-50," 1,006,464.66 "," 6,618.96 "
01PAFL2602-51," 578,141.53 "," 7,228.54 "
01PAFL2602-52," 1,013,092.85 "," 20,065.52 "
01PAFL2602-53," 1,716,389.86 "," 38,550.75 "
01PAFL2602-54," 954,242.77 "," 40,182.16 "
01PAFL2602-55," 1,319,223.66 "," 15,412.82 "
01PAFL2602-56," 967,162.94 "," 6,395.73 "
01PAFL2602-57," 533,076.48 "," 24,628.20 "
01PAFL2602-58," 412,190.73 "," 2,922.08 "
01PAFL2602-59," 443,831.32 "," 33,312.01 "
01PAFL2602-6," 1,016,000.00 "," 52,780.64 "
01PAFL2602-60," 936,226.78 "," 27,430.74 "
01PAFL2602-61," 1,013,171.51 "," 51,677.46 "
01PAFL2602-62," 836,372.00 "," 48,334.39 "
01PAFL2602-63," 1,011,762.56 "," 72,011.21 "
01PAFL2602-64," 114,519.19 ", 1.43 
01PAFL2602-65," 971,718.20 "," 46,814.73 "
01PAFL2602-66," 87,269.85 ", 746.46 
01PAFL2602-67," 385,208.53 "," 1,721.31 "
01PAFL2602-68," 1,673,089.98 "," 103,644.24 "
01PAFL2602-69," 1,686,499.59 "," 22,182.45 "
01PAFL2602-7," 858,191.76 "," 41,380.38 "
01PAFL2602-70," 1,016,000.00 "," 55,691.08 "
01PAFL2602-71," 842,434.28 "," 5,518.65 "
01PAFL2602-72," 446,964.02 "," 18,330.01 "
01PAFL2602-73," 1,591,166.48 "," 51,778.76 "
01PAFL2602-74," 378,978.47 "," 32,346.71 "
01PAFL2602-75," 2,032,000.00 "," 100,953.95 "
01PAFL2602-76," 2,281,091.15 "," 56,072.90 "
01PAFL2602-77," 966,498.39 "," 35,280.85 "
01PAFL2602-78," 1,000,341.87 "," 66,834.78 "
01PAFL2602-79," 1,451,058.90 "," 50,958.16 "
01PAFL2602-8," 385,997.03 "," 24,345.18 "
01PAFL2602-80," 1,382,227.10 "," 61,654.06 "
01PAFL2602-81," 1,385,740.17 "," 11,704.96 "
01PAFL2602-82," 886,879.75 "," 36,736.33 "
01PAFL2602-83," 1,011,129.43 "," 13,268.78 "
01PAFL2602-84," 3,407,908.39 "," 62,360.99 "
01PAFL2602-85," 759,750.05 "," 6,437.77 "
01PAFL2602-86," 810,678.86 "," 25,312.06 "
01PAFL2602-87," 1,102,978.48 "," 40,150.53 "
01PAFL2602-88," 808,819.87 "," 11,089.56 "
01PAFL2602-89," 1,008,107.17 "," 51,034.55 "
01PAFL2602-9," 1,486,856.78 "," 102,656.21 "
01PAFL2602-90," 490,065.30 "," 3,125.56 "
01PAFL2602-91," 728,985.83 "," 9,726.00 "
01PAFL2602-92," 1,874,215.00 "," 102,316.42 "
01PAFL2602-93," 1,107,293.10 "," 36,002.38 "
01PAFL2602-94," 1,220,701.07 "," 9,959.46 "
01PAFL2602-95," 955,415.90 "," 28,423.89 "
01PAFL2602-96," 675,866.43 "," 45,743.53 "
01PAFL2602-97," 861,514.73 "," 50,132.88 "
01PAFL2602-98," 1,789,575.22 "," 12,845.56 "
01PAFL2602-99," 351,883.20 "," 5,973.23 "
01PAFL2603-1," 597,181.99 "," 10,032.83 "
01PAFL2603-10," 1,001,935.60 "," 32,542.76 "
01PAFL2603-100," 525,690.40 "," 15,306.84 "
01PAFL2603-101," 746,811.81 "," 121,510.09 "
01PAFL2603-102," 345,143.62 "," 1,885.35 "
01PAFL2603-103," 1,046,158.78 "," 6,270.40 "
01PAFL2603-104," 1,069,966.96 "," 14,165.91 "
01PAFL2603-105," 100,532.92 "," 1,063.44 "
01PAFL2603-106," 15,195.84 ", 532.72 
01PAFL2603-107," 953,709.09 ", 47.68 
01PAFL2603-108," 972,446.01 "," 28,964.21 "
01PAFL2603-109," 899,623.58 "," 8,711.06 "
01PAFL2603-11," 361,157.45 "," 2,694.48 "
01PAFL2603-110," 340,806.52 "," 2,669.19 "
01PAFL2603-111," 893,290.20 "," 13,053.70 "
01PAFL2603-112," 278,169.82 "," 5,345.99 "
01PAFL2603-113," 1,545,651.74 "," 13,019.08 "
01PAFL2603-114," 1,014,589.43 "," 51,504.24 "
01PAFL2603-115," 329,438.30 "," 2,568.29 "
01PAFL2603-116," 407,115.01 "," 11,418.45 "
01PAFL2603-117," 313,493.61 "," 20,889.01 "
01PAFL2603-118," 122,399.75 "," 3,922.86 "
01PAFL2603-119," 485,718.19 "," 30,208.16 "
01PAFL2603-12," 798,298.11 "," 55,702.31 "
01PAFL2603-120," 215,244.89 "," 4,332.09 "
01PAFL2603-121," 1,610,653.02 "," 10,781.99 "
01PAFL2603-122," 980,313.08 "," 39,987.24 "
01PAFL2603-123," 304,984.46 "," 19,944.04 "
01PAFL2603-124," 840,048.93 "," 9,662.75 "
01PAFL2603-125," 306,842.50 "," 27,126.51 "
01PAFL2603-126," 794,230.47 "," 5,847.35 "
01PAFL2603-127," 979,139.29 "," 42,101.47 "
01PAFL2603-128," 1,015,314.40 "," 40,966.39 "
01PAFL2603-129," 857,376.43 "," 6,304.91 "
01PAFL2603-13," 793,383.05 "," 56,302.73 "
01PAFL2603-130," 684,610.41 "," 10,116.08 "
01PAFL2603-131," 667,443.05 "," 34,647.78 "
01PAFL2603-132," 1,151,579.27 "," 45,567.85 "
01PAFL2603-133," 1,015,035.98 "," 6,664.04 "
01PAFL2603-134," 354,566.20 "," 3,646.16 "
01PAFL2603-135," 1,354,993.33 "," 85,959.00 "
01PAFL2603-136," 825,403.38 "," 51,558.90 "
01PAFL2603-137," 231,376.34 "," 5,648.76 "
01PAFL2603-138," 801,140.87 "," 28,383.12 "
01PAFL2603-139," 290,321.58 "," 2,296.31 "
01PAFL2603-14," 1,012,869.17 "," 56,011.26 "
01PAFL2603-140," 1,586,679.60 "," 95,715.69 "
01PAFL2603-141," 1,239,855.39 "," 74,075.63 "
01PAFL2603-142," 892,007.05 "," 50,866.53 "
01PAFL2603-143," 1,872,436.68 "," 102,264.49 "
01PAFL2603-144," 985,555.76 "," 6,508.50 "
01PAFL2603-145," 303,912.20 "," 4,884.98 "
01PAFL2603-146," 209,314.48 "," 1,504.24 "
01PAFL2603-147," 843,532.31 "," 33,904.61 "
01PAFL2603-148," 836,304.34 "," 16,642.59 "
01PAFL2603-149," 1,701,756.03 "," 93,836.29 "
01PAFL2603-15," 991,469.54 "," 13,361.43 "
01PAFL2603-150," 1,692,273.78 "," 11,199.26 "
01PAFL2603-151," 1,691,819.43 "," 11,163.53 "
01PAFL2603-152," 876,169.05 "," 35,189.90 "
01PAFL2603-153," 339,636.01 "," 10,357.24 "
01PAFL2603-154," 1,138,659.34 "," 31,683.92 "
01PAFL2603-155," 347,201.65 "," 12,843.44 "
01PAFL2603-156," 94,160.37 "," 1,148.61 "
01PAFL2603-157," 123,233.12 "," 2,052.83 "
01PAFL2603-158," 1,610,574.79 "," 21,071.70 "
01PAFL2603-159," 1,456,778.19 "," 13,378.24 "
01PAFL2603-16," 1,011,129.43 "," 48,923.04 "
01PAFL2603-160," 407,303.40 "," 2,704.29 "
01PAFL2603-161," 576,288.79 "," 26,128.91 "
01PAFL2603-162," 1,108,308.12 "," 28,622.82 "
01PAFL2603-163," 1,871,612.92 "," 95,502.85 "
01PAFL2603-164," 974,061.30 "," 52,835.52 "
01PAFL2603-165," 337,474.53 "," 16,418.86 "
01PAFL2603-166," 850,642.56 "," 52,397.37 "
01PAFL2603-167," 1,003,121.44 "," 27,802.27 "
01PAFL2603-168," 50,539.37 "," 5,753.56 "
01PAFL2603-169," 3,457,101.49 "," 46,984.82 "
01PAFL2603-17," 379,185.68 "," 2,649.20 "
01PAFL2603-170," 995,526.34 "," 33,014.40 "
01PAFL2603-171," 823,706.63 "," 16,896.60 "
01PAFL2603-172," 2,176,265.95 "," 67,532.36 "
01PAFL2603-173," 865,057.60 "," 51,875.50 "
01PAFL2603-174," 417,589.52 "," 8,176.82 "
01PAFL2603-175," 1,866,699.70 "," 55,253.94 "
01PAFL2603-176," 2,853,577.52 "," 42,845.53 "
01PAFL2603-177," 863,876.37 "," 12,404.46 "
01PAFL2603-178," 231,750.41 "," 5,689.60 "
01PAFL2603-179," 153,514.94 "," 7,407.50 "
01PAFL2603-18," 693,936.93 "," 10,838.92 "
01PAFL2603-180," 1,494,393.35 "," 117,499.09 "
01PAFL2603-181," 2,094,876.64 "," 65,058.36 "
01PAFL2603-182," 431,447.76 "," 2,303.30 "
01PAFL2603-183," 169,674.33 "," 9,386.31 "
01PAFL2603-184," 1,575,908.33 "," 47,033.00 "
01PAFL2603-185," 693,027.79 "," 28,885.51 "
01PAFL2603-186," 682,620.07 "," 5,353.10 "
01PAFL2603-187," 862,594.49 "," 19,013.58 "
01PAFL2603-188," 928,035.86 "," 5,963.10 "
01PAFL2603-189," 961,340.10 "," 57,079.94 "
01PAFL2603-19," 1,607,170.30 "," 30,798.12 "
01PAFL2603-190," 953,216.51 "," 19,289.97 "
01PAFL2603-191," 469,794.26 "," 37,867.02 "
01PAFL2603-192," 724,028.40 "," 48,353.02 "
01PAFL2603-193," 1,154,699.73 "," 65,362.21 "
01PAFL2603-194," 1,015,035.98 "," 55,814.60 "
01PAFL2603-195," 497,456.73 "," 31,517.99 "
01PAFL2603-196," 610,419.25 "," 7,319.52 "
01PAFL2603-197," 850,886.86 "," 6,193.53 "
01PAFL2603-198," 952,030.07 "," 6,378.49 "
01PAFL2603-199," 245,461.31 "," 7,554.87 "
01PAFL2603-2," 88,461.11 ", 746.46 
01PAFL2603-20," 373,044.53 "," 2,138.83 "
01PAFL2603-200," 1,449,781.72 "," 66,118.44 "
01PAFL2603-201," 428,165.26 "," 13,108.18 "
01PAFL2603-202," 978,684.14 "," 6,977.93 "
01PAFL2603-203," 1,335,807.93 "," 11,475.91 "
01PAFL2603-204," 416,475.59 "," 8,759.76 "
01PAFL2603-205," 556,495.43 "," 23,901.73 "
01PAFL2603-206," 501,323.43 "," 10,672.82 "
01PAFL2603-207," 966,498.39 "," 6,395.34 "
01PAFL2603-208," 929,065.33 "," 18,123.14 "
01PAFL2603-209," 582,458.06 "," 26,396.19 "
01PAFL2603-21," 861,627.74 "," 7,794.14 "
01PAFL2603-210," 450,415.13 "," 24,138.09 "
01PAFL2603-211," 669,668.77 "," 7,612.33 "
01PAFL2603-212," 1,081,480.82 "," 14,986.82 "
01PAFL2603-213," 188,989.57 ", 170.03 
01PAFL2603-214," 1,016,000.00 "," 55,902.18 "
01PAFL2603-215," 854,831.95 "," 7,597.64 "
01PAFL2603-216," 608,889.64 "," 56,537.52 "
01PAFL2603-217," 556,163.98 "," 31,321.49 "
01PAFL2603-218," 1,672,490.84 "," 12,884.29 "
01PAFL2603-219," 936,992.64 "," 7,372.76 "
01PAFL2603-22," 1,658,062.69 "," 11,878.12 "
01PAFL2603-220," 1,048,237.17 "," 8,464.41 "
01PAFL2603-221," 1,595,179.22 "," 91,647.21 "
01PAFL2603-222," 1,216,474.98 "," 64,501.86 "
01PAFL2603-223," 1,240,188.44 "," 20,070.93 "
01PAFL2603-224," 933,207.36 ", 63.84 
01PAFL2603-225," 409,417.01 "," 2,906.14 "
01PAFL2603-226," 859,614.69 "," 30,310.26 "
01PAFL2603-227," 1,037,889.13 "," 15,305.21 "
01PAFL2603-228," 1,556,474.06 "," 24,728.30 "
01PAFL2603-229," 1,012,113.69 "," 52,345.84 "
01PAFL2603-23," 1,009,142.69 "," 76,625.20 "
01PAFL2603-230," 841,479.20 "," 82,897.45 "
01PAFL2603-231," 1,600,593.34 "," 34,553.49 "
01PAFL2603-232," 619,612.53 "," 17,978.06 "
01PAFL2603-233," 442,934.23 "," 16,168.62 "
01PAFL2603-234," 1,005,137.87 "," 17,206.20 "
01PAFL2603-235," 1,249,350.27 "," 21,770.78 "
01PAFL2603-236," 2,079,700.00 "," 113,700.38 "
01PAFL2603-237," 1,673,158.56 "," 92,877.02 "
01PAFL2603-238," 645,053.49 "," 33,289.89 "
01PAFL2603-239," 437,269.56 "," 5,234.72 "
01PAFL2603-24," 482,560.07 "," 6,499.87 "
01PAFL2603-240," 529,352.13 "," 28,232.74 "
01PAFL2603-241," 474,113.96 "," 13,997.80 "
01PAFL2603-242," 475,361.30 "," 55,765.34 "
01PAFL2603-243," 719,329.37 "," 18,117.34 "
01PAFL2603-244," 858,977.32 "," 14,459.42 "
01PAFL2603-245," 1,098,878.76 "," 7,509.61 "
01PAFL2603-246," 834,311.84 "," 38,161.70 "
01PAFL2603-247," 389,634.16 "," 5,940.00 "
01PAFL2603-248," 951,001.02 "," 29,050.03 "
01PAFL2603-249," 1,874,215.00 "," 102,939.58 "
01PAFL2603-25," 807,508.49 "," 13,956.26 "
01PAFL2603-250," 573,251.50 "," 29,615.57 "
01PAFL2603-251," 1,160,300.56 "," 78,557.50 "
01PAFL2603-252," 1,005,073.93 "," 7,496.27 "
01PAFL2603-253," 1,061,877.50 "," 8,748.91 "
01PAFL2603-254," 72,906.26 "," 33,377.57 "
01PAFL2603-255," 1,001,245.63 "," 51,693.34 "
01PAFL2603-256," 347,068.03 "," 3,095.11 "
01PAFL2603-257," 1,427,985.10 "," 39,441.05 "
01PAFL2603-258," 293,615.76 "," 20,889.28 "
01PAFL2603-259," 1,015,035.98 "," 55,814.60 "
01PAFL2603-26," 962,493.35 "," 36,580.63 "
01PAFL2603-260," 1,997,159.44 "," 14,194.50 "
01PAFL2603-261," 865,185.05 "," 24,501.48 "
01PAFL2603-262," 954,526.60 "," 39,728.78 "
01PAFL2603-263," 704,265.29 "," 80,362.76 "
01PAFL2603-264," 362,588.57 "," 26,482.77 "
01PAFL2603-265," 333,299.69 "," 2,713.06 "
01PAFL2603-266," 837,541.73 "," 60,452.84 "
01PAFL2603-267," 911,688.71 "," 6,012.68 "
01PAFL2603-268," 924,742.68 "," 7,806.51 "
01PAFL2603-269," 1,000,090.75 "," 7,706.99 "
01PAFL2603-27," 124,269.12 "," 21,268.30 "
01PAFL2603-270," 984,187.56 "," 6,953.46 "
01PAFL2603-271," 1,557,241.90 "," 10,911.20 "
01PAFL2603-272," 674,085.05 "," 5,960.15 "
01PAFL2603-273," 968,159.21 "," 53,261.90 "
01PAFL2603-274," 1,432,602.31 "," 114,542.72 "
01PAFL2603-275," 474,388.96 "," 117,567.43 "
01PAFL2603-276," 923,759.29 "," 7,407.63 "
01PAFL2603-277," 98,491.19 "," 6,649.93 "
01PAFL2603-278," 1,025,210.26 "," 44,545.31 "
01PAFL2603-279," 187,914.21 "," 3,053.84 "
01PAFL2603-28," 523,113.32 "," 17,817.59 "
01PAFL2603-280," 1,239,141.34 "," 24,723.85 "
01PAFL2603-281," 957,051.25 "," 51,130.95 "
01PAFL2603-282," 1,184,448.18 "," 40,223.75 "
01PAFL2603-283," 501,595.03 "," 31,667.59 "
01PAFL2603-284," 1,009,145.50 "," 6,405.37 "
01PAFL2603-285," 1,627,956.97 "," 68,227.78 "
01PAFL2603-286," 395,223.87 "," 15,395.37 "
01PAFL2603-287," 955,725.52 "," 34,678.50 "
01PAFL2603-288," 213,289.58 "," 21,613.28 "
01PAFL2603-289," 1,862,855.55 "," 81,795.13 "
01PAFL2603-29," 997,230.44 "," 7,294.88 "
01PAFL2603-290," 477,750.96 "," 5,211.62 "
01PAFL2603-291," 271,571.79 "," 4,432.65 "
01PAFL2603-292," 1,042,663.39 "," 12,544.41 "
01PAFL2603-293," 464,637.59 "," 25,288.50 "
01PAFL2603-294," 1,504,489.15 "," 87,986.15 "
01PAFL2603-295," 1,656,804.91 "," 84,422.54 "
01PAFL2603-296," 900,881.32 "," 37,479.79 "
01PAFL2603-297," 896,073.42 "," 6,042.12 "
01PAFL2603-298," 1,113,025.15 "," 6,631.57 "
01PAFL2603-299," 1,678,534.94 "," 80,038.64 "
01PAFL2603-3," 1,075,628.63 "," 44,166.08 "
01PAFL2603-30," 241,650.42 "," 32,575.11 "
01PAFL2603-300," 1,143,903.17 "," 27,015.48 "
01PAFL2603-301," 384,776.21 "," 12,179.69 "
01PAFL2603-302," 423,061.35 "," 5,544.25 "
01PAFL2603-303," 966,186.85 "," 31,521.12 "
01PAFL2603-304," 852,112.03 "," 58,888.84 "
01PAFL2603-305," 1,425,773.30 "," 65,095.90 "
01PAFL2603-306," 1,015,035.98 "," 51,810.24 "
01PAFL2603-307," 148,394.48 "," 5,730.63 "
01PAFL2603-308," 1,013,092.85 "," 52,464.53 "
01PAFL2603-309," 184,329.40 "," 13,290.01 "
01PAFL2603-31," 1,011,129.43 "," 26,604.49 "
01PAFL2603-310," 1,013,092.85 "," 48,050.24 "
01PAFL2603-32," 1,015,035.98 "," 41,103.77 "
01PAFL2603-33," 1,743,786.23 "," 91,445.52 "
01PAFL2603-34," 583,084.60 "," 4,886.32 "
01PAFL2603-35," 777,408.61 "," 74,475.09 "
01PAFL2603-36," 1,283,209.20 "," 17,802.10 "
01PAFL2603-37," 631,707.89 "," 10,500.82 "
01PAFL2603-38," 430,599.98 "," 3,378.39 "
01PAFL2603-39," 20,117.87 "," 4,928.95 "
01PAFL2603-4," 1,919,887.58 "," 47,173.81 "
01PAFL2603-40," 1,636,592.16 "," 77,850.63 "
01PAFL2603-41," 677,435.89 "," 4,925.79 "
01PAFL2603-42," 898,273.28 "," 76,795.36 "
01PAFL2603-43," 433,513.00 "," 5,489.18 "
01PAFL2603-44," 1,095,908.66 "," 33,829.89 "
01PAFL2603-45," 1,016,000.00 "," 55,924.08 "
01PAFL2603-46," 1,435,267.98 "," 10,538.60 "
01PAFL2603-47," 267,386.14 "," 4,009.71 "
01PAFL2603-48," 658,822.21 "," 50,869.73 "
01PAFL2603-49," 251,800.67 "," 5,629.60 "
01PAFL2603-5," 188,362.88 "," 2,224.03 "
01PAFL2603-50," 675,046.47 "," 32,770.68 "
01PAFL2603-51," 260,338.12 "," 12,546.41 "
01PAFL2603-52," 876,289.73 "," 33,720.39 "
01PAFL2603-53," 949,966.61 "," 53,107.67 "
01PAFL2603-54," 141,506.13 "," 1,015.58 "
01PAFL2603-55," 905,919.08 "," 6,069.64 "
01PAFL2603-56," 335,368.40 "," 14,996.48 "
01PAFL2603-57," 560,221.84 "," 3,650.35 "
01PAFL2603-58," 521,153.31 "," 10,546.69 "
01PAFL2603-59," 865,586.57 "," 11,502.84 "
01PAFL2603-6," 374,399.83 "," 6,526.61 "
01PAFL2603-60," 122,978.16 "," 1,810.49 "
01PAFL2603-61," 901,273.53 "," 6,197.57 "
01PAFL2603-62," 1,899,944.65 "," 26,897.22 "
01PAFL2603-63," 959,628.09 "," 6,382.23 "
01PAFL2603-64," 412,106.75 "," 14,242.69 "
01PAFL2603-65," 937,726.00 "," 6,796.18 "
01PAFL2603-66," 743,280.89 "," 52,253.27 "
01PAFL2603-67," 965,005.59 "," 36,172.22 "
01PAFL2603-68," 614,827.51 ", 66.01 
01PAFL2603-69," 264,195.23 "," 2,037.64 "
01PAFL2603-7," 395,150.83 "," 6,082.90 "
01PAFL2603-70," 1,010,140.04 "," 27,416.55 "
01PAFL2603-71," 642,709.72 "," 6,602.01 "
01PAFL2603-72," 399,964.16 "," 2,116.94 "
01PAFL2603-73," 370,391.12 "," 2,362.66 "
01PAFL2603-74," 557,777.90 "," 6,231.92 "
01PAFL2603-75," 617,467.38 "," 15,520.61 "
01PAFL2603-76," 966,042.71 "," 13,672.36 "
01PAFL2603-77," 1,331,866.75 "," 14,900.38 "
01PAFL2603-78," 152,898.62 "," 2,385.82 "
01PAFL2603-79," 1,470,330.97 "," 36,080.75 "
01PAFL2603-8," 583,607.02 "," 37,863.05 "
01PAFL2603-80," 196,673.42 "," 4,716.35 "
01PAFL2603-81," 1,285,869.14 "," 12,447.00 "
01PAFL2603-82," 1,181,958.14 "," 54,088.09 "
01PAFL2603-83," 208,455.15 "," 4,156.56 "
01PAFL2603-84," 497,200.64 "," 18,337.32 "
01PAFL2603-85," 295,283.32 "," 26,202.46 "
01PAFL2603-86," 758,147.94 "," 5,346.76 "
01PAFL2603-87," 172,982.87 ", 23.73 
01PAFL2603-88," 1,156,640.79 "," 9,286.66 "
01PAFL2603-89," 1,636,437.77 "," 18,505.46 "
01PAFL2603-9," 980,409.63 "," 56,876.41 "
01PAFL2603-90," 589,134.50 "," 18,675.88 "
01PAFL2603-91," 138,987.73 "," 6,710.96 "
01PAFL2603-92," 1,425,436.16 "," 33,285.86 "
01PAFL2603-93," 977,742.27 "," 31,767.18 "
01PAFL2603-94," 1,448,860.45 "," 21,419.84 "
01PAFL2603-95," 337,600.97 "," 2,631.72 "
01PAFL2603-96," 968,159.21 "," 5,934.08 "
01PAFL2603-97," 723,340.51 "," 8,950.96 "
01PAFL2603-98," 337,951.44 "," 3,437.22 "
01PAFL2603-99," 351,505.80 "," 20,442.43 "
01PAFL2604-1," 246,141.44 "," 68,489.72 "
01PAFL2604-10," 771,097.21 "," 33,963.13 "
01PAFL2604-100," 1,013,364.37 "," 13,235.98 "
01PAFL2604-101," 1,118,800.74 "," 29,282.57 "
01PAFL2604-102," 841,975.97 "," 15,998.68 "
01PAFL2604-103," 214,245.29 "," 11,007.61 "
01PAFL2604-104," 309,190.35 "," 36,297.37 "
01PAFL2604-105," 662,272.79 "," 49,122.89 "
01PAFL2604-106," 445,444.98 "," 37,967.57 "
01PAFL2604-107," 915,199.22 "," 56,052.64 "
01PAFL2604-108," 123,480.20 "," 16,343.52 "
01PAFL2604-109," 401,158.60 "," 38,407.71 "
01PAFL2604-11," 22,831.82 "," 8,423.67 "
01PAFL2604-110," 749,509.35 "," 31,397.15 "
01PAFL2604-111," 737,297.25 "," 13,268.75 "
01PAFL2604-112," 1,555,803.51 "," 43,626.04 "
01PAFL2604-113," 390,143.65 "," 12,913.04 "
01PAFL2604-114," 352,878.78 "," 4,121.49 "
01PAFL2604-115," 604,405.88 "," 42,633.31 "
01PAFL2604-116," 155,704.46 "," 55,398.27 "
01PAFL2604-117," 951,309.58 "," 21,751.51 "
01PAFL2604-118," 1,640,470.24 "," 21,652.42 "
01PAFL2604-119," 1,119,785.04 "," 32,864.64 "
01PAFL2604-12," 1,249,833.95 "," 29,605.48 "
01PAFL2604-120," 1,819,450.80 "," 39,990.04 "
01PAFL2604-121," 705,331.64 "," 45,867.54 "
01PAFL2604-122," 1,672,906.80 "," 18,583.34 "
01PAFL2604-123," 907,137.41 "," 46,059.18 "
01PAFL2604-124," 997,472.45 "," 12,126.00 "
01PAFL2604-125," 1,010,744.18 "," 9,498.07 "
01PAFL2604-126," 304,909.25 "," 119,490.74 "
01PAFL2604-127," 1,795,806.21 "," 24,959.35 "
01PAFL2604-128," 2,461,433.41 "," 24,893.37 "
01PAFL2604-129," 346,651.44 "," 5,053.42 "
01PAFL2604-13," 364,241.87 "," 35,481.99 "
01PAFL2604-130," 1,804,000.00 "," 58,305.88 "
01PAFL2604-131," 1,017,011.87 "," 40,917.86 "
01PAFL2604-132," 120,335.59 "," 1,990.56 "
01PAFL2604-133," 604,346.00 "," 39,703.63 "
01PAFL2604-134," 1,165,886.80 "," 29,980.39 "
01PAFL2604-135," 943,170.51 "," 35,843.32 "
01PAFL2604-136," 21,336.06 "," 18,089.12 "
01PAFL2604-137," 1,804,000.00 "," 26,011.75 "
01PAFL2604-138," 765,728.07 "," 22,823.82 "
01PAFL2604-139," 530,879.63 "," 34,146.82 "
01PAFL2604-14," 446,521.23 "," 89,713.30 "
01PAFL2604-140," 993,367.89 "," 39,954.98 "
01PAFL2604-141," 891,417.94 "," 36,984.87 "
01PAFL2604-142," 506,414.88 "," 20,460.86 "
01PAFL2604-143," 13,971.74 ", 558.13 
01PAFL2604-144," 1,015,035.98 "," 40,078.70 "
01PAFL2604-145," 1,943,000.00 "," 19,745.86 "
01PAFL2604-146," 414,276.35 "," 33,828.57 "
01PAFL2604-147," 393,844.96 "," 15,011.35 "
01PAFL2604-148," 998,608.95 "," 22,799.10 "
01PAFL2604-149," 4,041,423.15 "," 44,909.96 "
01PAFL2604-15," 240,011.30 "," 26,205.29 "
01PAFL2604-150," 219,012.27 "," 25,402.52 "
01PAFL2604-151," 963,368.18 "," 23,719.84 "
01PAFL2604-152," 756,816.61 "," 28,815.86 "
01PAFL2604-153," 1,601,202.37 "," 50,038.64 "
01PAFL2604-154," 400,313.08 "," 9,625.29 "
01PAFL2604-155," 987,095.51 "," 18,785.19 "
01PAFL2604-156," 1,192,806.16 "," 12,202.78 "
01PAFL2604-157," 881,983.64 "," 39,616.91 "
01PAFL2604-158," 1,010,770.57 "," 20,514.27 "
01PAFL2604-159," 799,924.23 "," 39,582.73 "
01PAFL2604-16," 957,989.12 "," 7,939.47 "
01PAFL2604-160," 909,034.82 "," 40,957.17 "
01PAFL2604-161," 241,967.74 "," 22,892.86 "
01PAFL2604-162," 1,040,929.57 "," 26,417.31 "
01PAFL2604-163," 918,604.10 "," 31,446.03 "
01PAFL2604-164," 45,635.80 "," 3,179.18 "
01PAFL2604-165," 951,442.97 "," 16,831.79 "
01PAFL2604-166," 898,170.09 "," 15,941.57 "
01PAFL2604-167," 964,554.56 "," 30,603.96 "
01PAFL2604-168," 1,076,797.77 "," 42,108.66 "
01PAFL2604-169," 438,680.86 "," 25,321.44 "
01PAFL2604-17," 1,690,133.01 "," 21,833.68 "
01PAFL2604-170," 780,323.62 "," 45,065.93 "
01PAFL2604-171," 1,093,597.15 "," 18,731.09 "
01PAFL2604-172," 41,646.23 "," 10,209.06 "
01PAFL2604-173," 893,768.23 "," 46,174.39 "
01PAFL2604-174," 55,820.93 "," 48,491.58 "
01PAFL2604-175," 1,534,810.69 "," 10,356.02 "
01PAFL2604-176," 1,138,562.41 "," 33,016.15 "
01PAFL2604-177," 1,680,695.22 "," 9,992.31 "
01PAFL2604-178," 252,073.22 "," 2,097.78 "
01PAFL2604-179," 626,176.85 "," 11,860.75 "
01PAFL2604-18," 93,874.43 "," 30,149.99 "
01PAFL2604-180," 267,703.43 "," 14,405.29 "
01PAFL2604-181," 1,865,717.58 "," 36,149.75 "
01PAFL2604-182," 964,429.65 "," 26,342.21 "
01PAFL2604-183," 533,074.73 "," 32,054.96 "
01PAFL2604-184," 226,944.52 "," 33,758.53 "
01PAFL2604-185," 522,551.91 "," 6,432.43 "
01PAFL2604-186," 944,070.68 "," 8,459.83 "
01PAFL2604-187," 20,762.68 "," 1,229.51 "
01PAFL2604-188," 1,254,335.55 "," 20,694.89 "
01PAFL2604-189," 1,013,416.56 "," 30,256.61 "
