ChCode,  Amount OB  ,  Principal Amount Due  
03PIFL2602-70," 801,925.54 "," 7,617.07 "
03PIFL2602-71," 438,340.91 "," 24,093.34 "
03PIFL2602-72," 614,739.32 "," 4,751.50 "
03PIFL2602-73," 521,332.51 "," 4,201.40 "
03PIFL2602-74," 506,177.66 "," 48,572.38 "
03PIFL2602-75," 450,951.34 "," 1,830.58 "
03PIFL2602-76," 317,890.60 "," 7,588.77 "
03PIFL2602-77," 564,741.63 "," 31,330.42 "
03PIFL2602-78," 502,196.18 "," 3,978.64 "
03PIFL2602-79," 232,337.77 "," 2,204.08 "
03PIFL2602-8," 227,235.32 "," 9,955.93 "
03PIFL2602-80," 842,683.81 "," 28,109.13 "
03PIFL2602-81," 573,810.30 "," 25,268.43 "
03PIFL2602-82," 418,811.31 "," 36,494.53 "
03PIFL2602-83," 192,096.29 "," 2,045.80 "
03PIFL2602-84," 622,275.26 "," 4,282.16 "
03PIFL2602-85," 281,010.82 "," 12,462.51 "
03PIFL2602-86," 692,752.46 "," 5,746.86 "
03PIFL2602-87," 907,008.11 "," 7,791.43 "
03PIFL2602-88," 396,826.42 "," 18,976.87 "
03PIFL2602-89," 381,293.92 "," 3,367.64 "
03PIFL2602-9," 329,825.36 "," 26,738.48 "
03PIFL2602-90," 650,669.61 "," 34,021.62 "
03PIFL2602-91," 287,517.17 "," 7,178.72 "
03PIFL2602-92," 588,369.97 "," 4,643.51 "
03PIFL2602-93," 430,754.06 "," 63,927.84 "
03PIFL2602-94," 637,392.11 "," 4,856.69 "
03PIFL2602-95," 501,098.48 "," 29,230.02 "
03PIFL2602-96," 573,217.79 "," 5,335.63 "
03PIFL2602-97," 322,503.57 "," 16,172.48 "
03PIFL2602-98," 926,121.76 "," 8,447.64 "
03PIFL2602-99," 709,981.43 "," 104,603.21 "
03PIFL2603-1," 284,604.98 "," 2,631.29 "
03PIFL2603-10," 294,687.60 "," 2,327.78 "
03PIFL2603-100," 379,526.42 "," 13,626.06 "
03PIFL2603-101," 471,522.00 "," 18,645.78 "
03PIFL2603-102," 387,814.92 "," 25,593.41 "
03PIFL2603-103," 678,484.27 "," 48,289.99 "
03PIFL2603-104," 318,630.88 "," 13,735.20 "
03PIFL2603-105," 325,706.37 "," 2,365.49 "
03PIFL2603-106," 709,680.78 "," 16,295.89 "
03PIFL2603-107," 695,202.22 "," 29,906.50 "
03PIFL2603-108," 376,732.25 "," 8,935.33 "
03PIFL2603-109," 359,957.27 "," 3,194.83 "
03PIFL2603-11," 717,099.87 "," 64,462.40 "
03PIFL2603-110," 812,383.61 "," 34,278.30 "
03PIFL2603-111," 629,120.33 "," 4,799.55 "
03PIFL2603-112," 587,098.20 "," 22,848.35 "
03PIFL2603-113," 375,659.78 "," 15,253.19 "
03PIFL2603-114," 590,638.53 "," 4,258.06 "
03PIFL2603-115," 517,907.64 "," 21,013.76 "
03PIFL2603-116," 777,486.08 "," 28,803.73 "
03PIFL2603-117," 599,669.91 "," 14,793.09 "
03PIFL2603-118," 714,918.66 "," 3,118.20 "
03PIFL2603-119," 1,070,907.15 "," 32,599.96 "
03PIFL2603-12," 639,224.65 "," 44,516.43 "
03PIFL2603-120," 440,371.69 "," 3,929.99 "
03PIFL2603-121," 1,582,281.36 "," 86,326.70 "
03PIFL2603-122," 334,113.64 "," 2,574.79 "
03PIFL2603-123," 173,020.66 "," 72,801.86 "
03PIFL2603-124," 661,158.40 "," 4,735.56 "
03PIFL2603-125," 328,009.34 "," 13,470.02 "
03PIFL2603-126," 346,854.58 "," 2,595.91 "
03PIFL2603-127," 1,161,906.84 "," 6,839.50 "
03PIFL2603-128," 738,362.40 "," 4,831.97 "
03PIFL2603-129," 749,789.43 "," 8,471.02 "
03PIFL2603-13," 648,053.89 "," 4,818.10 "
03PIFL2603-130," 678,880.58 "," 27,626.32 "
03PIFL2603-131," 822,640.74 "," 36,130.18 "
03PIFL2603-132," 808,797.21 "," 5,911.20 "
03PIFL2603-133," 239,763.34 "," 3,116.40 "
03PIFL2603-134," 937,803.50 "," 62,021.39 "
03PIFL2603-14," 564,639.01 "," 4,765.69 "
03PIFL2603-15," 406,966.09 "," 3,724.47 "
03PIFL2603-16," 442,397.97 "," 31,422.69 "
03PIFL2603-17," 532,922.98 "," 50,054.44 "
03PIFL2603-18," 338,851.27 "," 2,612.36 "
03PIFL2603-19," 731,600.13 "," 27,694.95 "
03PIFL2603-2," 498,653.82 "," 22,729.21 "
03PIFL2603-20," 441,274.47 "," 59,991.09 "
03PIFL2603-21," 740,191.11 "," 39,650.75 "
03PIFL2603-22," 760,132.76 "," 35,039.80 "
03PIFL2603-23," 359,721.78 "," 2,661.83 "
03PIFL2603-24," 611,200.03 "," 7,146.01 "
03PIFL2603-25," 657,998.96 "," 5,039.91 "
03PIFL2603-26," 599,260.82 "," 4,438.03 "
03PIFL2603-27," 1,552,983.66 "," 13,053.94 "
03PIFL2603-28," 344,073.54 "," 16,856.02 "
03PIFL2603-29," 648,025.07 "," 4,996.90 "
03PIFL2603-3," 255,729.36 "," 1,291.43 "
03PIFL2603-30," 121,187.61 "," 5,210.62 "
03PIFL2603-31," 797,909.92 "," 33,172.75 "
03PIFL2603-32," 251,902.92 "," 7,081.52 "
03PIFL2603-33," 591,148.49 "," 4,248.12 "
03PIFL2603-34," 360,420.47 "," 22,638.68 "
03PIFL2603-35," 510,803.27 "," 4,463.72 "
03PIFL2603-36," 374,081.49 ", 33.24 
03PIFL2603-37," 842,775.42 "," 23,719.13 "
03PIFL2603-38," 492,326.39 "," 3,254.97 "
03PIFL2603-39," 924,320.92 "," 7,182.01 "
03PIFL2603-4," 331,462.92 "," 24,588.14 "
03PIFL2603-40," 615,307.88 "," 4,209.92 "
03PIFL2603-41," 317,709.05 "," 2,488.73 "
03PIFL2603-42," 722,518.83 "," 5,535.77 "
03PIFL2603-43," 284,624.70 "," 2,966.10 "
03PIFL2603-44," 574,818.70 "," 4,717.13 "
03PIFL2603-45," 718,556.31 "," 44,086.34 "
03PIFL2603-46," 353,217.26 "," 2,982.30 "
03PIFL2603-47," 916,071.98 "," 15,721.22 "
03PIFL2603-48," 686,299.12 "," 5,583.27 "
03PIFL2603-49," 65,496.50 "," 18,176.53 "
03PIFL2603-5," 379,564.30 "," 2,937.19 "
03PIFL2603-50," 328,401.61 "," 22,701.10 "
03PIFL2603-51," 676,810.03 "," 5,135.19 "
03PIFL2603-52," 713,435.65 "," 8,958.68 "
03PIFL2603-53," 311,159.78 "," 2,406.66 "
03PIFL2603-54," 728,573.12 "," 36,613.69 "
03PIFL2603-55," 381,446.69 "," 2,754.13 "
03PIFL2603-56," 318,904.79 ", 16.57 
03PIFL2603-57," 739,694.23 "," 44,969.71 "
03PIFL2603-58," 286,598.52 "," 2,201.16 "
03PIFL2603-59," 258,891.10 "," 20,720.87 "
03PIFL2603-6," 334,359.03 "," 26,640.75 "
03PIFL2603-60," 724,147.61 "," 5,170.22 "
03PIFL2603-61," 338,774.24 "," 2,815.25 "
03PIFL2603-62," 716,165.22 "," 5,297.53 "
03PIFL2603-63," 900,107.87 "," 7,759.65 "
03PIFL2603-64," 687,122.47 "," 5,677.98 "
03PIFL2603-65," 334,545.80 "," 2,486.94 "
03PIFL2603-66," 780,853.23 "," 39,152.57 "
03PIFL2603-67," 825,324.23 "," 42,672.87 "
03PIFL2603-68," 760,007.22 "," 17,129.34 "
03PIFL2603-69," 680,419.25 "," 4,784.51 "
03PIFL2603-7," 371,374.64 "," 2,532.09 "
03PIFL2603-70," 352,965.30 "," 27,853.39 "
03PIFL2603-71," 375,753.95 "," 2,225.97 "
03PIFL2603-72," 706,045.95 "," 20,886.86 "
03PIFL2603-73," 782,039.81 "," 46,593.89 "
03PIFL2603-74," 369,187.59 "," 2,377.57 "
03PIFL2603-75," 433,756.55 "," 40,081.32 "
03PIFL2603-76," 684,492.30 "," 42,679.65 "
03PIFL2603-77," 441,887.46 "," 3,282.95 "
03PIFL2603-78," 359,610.77 "," 31,440.59 "
03PIFL2603-79," 732,382.63 "," 4,288.24 "
03PIFL2603-8," 765,002.35 "," 6,008.01 "
03PIFL2603-80," 630,893.24 "," 19,640.49 "
03PIFL2603-81," 378,872.69 "," 1,970.79 "
03PIFL2603-82," 651,434.79 "," 30,821.98 "
03PIFL2603-83," 1,271,727.66 "," 86,045.26 "
03PIFL2603-84," 540,704.01 "," 37,479.21 "
03PIFL2603-85," 708,728.52 "," 36,019.37 "
03PIFL2603-86," 711,554.80 "," 42,846.49 "
03PIFL2603-87," 485,104.50 "," 3,464.87 "
03PIFL2603-88," 448,492.75 "," 4,956.33 "
03PIFL2603-89," 849,109.99 "," 45,827.30 "
03PIFL2603-9," 579,738.51 "," 24,490.06 "
03PIFL2603-90," 366,187.52 "," 19,734.74 "
03PIFL2603-91," 748,488.40 "," 5,040.68 "
03PIFL2603-92," 678,210.39 "," 5,161.42 "
03PIFL2603-93," 599,167.75 "," 27,738.22 "
03PIFL2603-94," 295,427.35 "," 18,023.71 "
03PIFL2603-95," 652,482.28 "," 19,272.95 "
03PIFL2603-96," 826,392.44 "," 25,673.17 "
03PIFL2603-97," 681,219.78 "," 5,668.27 "
03PIFL2603-98," 652,843.80 "," 38,241.72 "
03PIFL2603-99," 707,300.53 "," 21,613.33 "
03PIFL2604-1," 687,020.54 "," 23,700.63 "
03PIFL2604-10," 1,124,447.16 "," 105,493.26 "
03PIFL2604-100," 348,114.37 "," 45,407.88 "
03PIFL2604-101," 1,416,736.63 "," 40,716.72 "
03PIFL2604-102," 908,081.61 "," 35,727.94 "
03PIFL2604-10231," 5,737,541.69 "," 41,401.86 "
03PIFL2604-103," 1,572,294.79 "," 6,905.99 "
03PIFL2604-104," 395,084.24 "," 19,488.38 "
03PIFL2604-105," 614,655.93 "," 86,006.83 "
03PIFL2604-106," 853,212.44 "," 35,971.98 "
03PIFL2604-107," 1,006,597.37 "," 28,542.36 "
03PIFL2604-108," 861,548.82 "," 19,561.67 "
03PIFL2604-109," 795,548.54 "," 40,957.00 "
03PIFL2604-11," 497,862.56 "," 13,544.84 "
03PIFL2604-110," 675,878.85 "," 49,219.52 "
03PIFL2604-111," 3,164,311.48 "," 32,457.72 "
03PIFL2604-112," 2,660,326.99 "," 4,810.93 "
03PIFL2604-11231," 584,087.63 "," 28,370.93 "
03PIFL2604-113," 615,986.86 "," 31,686.93 "
03PIFL2604-114," 621,774.42 "," 13,758.03 "
03PIFL2604-115," 1,674,171.14 "," 27,800.03 "
03PIFL2604-116," 279,182.91 "," 10,481.11 "
03PIFL2604-117," 819,948.08 "," 35,944.58 "
03PIFL2604-118," 777,436.79 "," 47,095.24 "
03PIFL2604-119," 247,423.15 "," 18,447.34 "
03PIFL2604-12," 505,550.17 "," 44,756.38 "
03PIFL2604-120," 518,244.68 "," 35,146.86 "
03PIFL2604-121," 626,342.84 "," 13,229.02 "
03PIFL2604-122," 384,180.87 "," 8,712.73 "
03PIFL2604-12231," 382,202.43 "," 24,444.46 "
03PIFL2604-1231," 250,856.88 "," 17,512.28 "
03PIFL2604-13," 534,643.35 "," 15,332.63 "
03PIFL2604-13231," 210,058.71 "," 52,355.24 "
03PIFL2604-14," 2,986,687.58 "," 32,028.29 "
03PIFL2604-14231," 246,014.65 "," 25,492.22 "
03PIFL2604-15," 670,743.93 "," 24,358.12 "
03PIFL2604-15231," 238,478.70 "," 21,832.16 "
03PIFL2604-16," 910,733.25 "," 15,650.81 "
03PIFL2604-16231," 228,849.39 "," 64,133.88 "
03PIFL2604-17," 1,210,777.62 "," 40,757.46 "
03PIFL2604-18," 303,928.35 "," 44,785.12 "
03PIFL2604-18231," 136,498.80 "," 24,908.37 "
03PIFL2604-19," 824,627.57 "," 16,460.19 "
03PIFL2604-19231," 289,566.09 "," 28,613.70 "
03PIFL2604-2," 646,146.44 "," 50,325.64 "
03PIFL2604-20," 536,559.94 "," 18,596.97 "
03PIFL2604-20231," 320,367.09 "," 16,259.22 "
03PIFL2604-21," 400,078.52 "," 121,380.63 "
03PIFL2604-21231," 692,697.17 "," 54,173.58 "
03PIFL2604-22," 702,700.73 "," 31,993.59 "
03PIFL2604-22231," 242,021.11 "," 11,219.06 "
03PIFL2604-2231," 566,903.26 "," 6,613.76 "
03PIFL2604-23," 875,172.81 "," 14,854.29 "
03PIFL2604-23231," 198,598.55 "," 34,059.73 "
03PIFL2604-24," 540,965.84 "," 21,757.77 "
03PIFL2604-24231," 638,925.48 "," 16,171.03 "
03PIFL2604-25," 771,269.30 "," 63,267.96 "
03PIFL2604-26," 1,434,764.02 "," 46,604.45 "
03PIFL2604-27," 1,285,577.98 "," 14,018.68 "
03PIFL2604-27231," 231,944.93 "," 17,065.36 "
03PIFL2604-28," 376,279.88 "," 33,052.05 "
03PIFL2604-29," 1,115,832.33 "," 16,081.35 "
03PIFL2604-3," 670,496.88 "," 60,160.14 "
03PIFL2604-30," 358,969.91 "," 7,047.88 "
03PIFL2604-31," 672,418.07 "," 96,896.33 "
03PIFL2604-32," 485,109.81 "," 67,241.22 "
03PIFL2604-3231," 249,531.17 "," 14,338.53 "
03PIFL2604-33," 444,891.90 "," 32,422.06 "
03PIFL2604-34," 1,023,056.71 "," 13,981.07 "
03PIFL2604-35," 1,005,932.08 "," 19,823.22 "
03PIFL2604-36," 1,232,880.36 "," 47,559.85 "
03PIFL2604-37," 822,941.27 "," 32,899.73 "
03PIFL2604-38," 462,679.76 "," 40,978.16 "
03PIFL2604-39," 914,420.58 "," 3,421.36 "
03PIFL2604-4," 776,990.13 "," 44,083.09 "
03PIFL2604-40," 756,513.30 "," 34,961.14 "
03PIFL2604-41," 320,414.17 "," 62,950.04 "
03PIFL2604-42," 2,312,575.39 "," 14,121.77 "
03PIFL2604-4231," 344,305.48 "," 42,059.48 "
03PIFL2604-43," 711,600.99 "," 53,114.91 "
03PIFL2604-44," 483,555.40 "," 18,842.82 "
03PIFL2604-45," 568,952.77 "," 20,575.27 "
03PIFL2604-46," 498,943.09 "," 41,041.41 "
03PIFL2604-47," 772,468.60 "," 12,357.79 "
03PIFL2604-48," 480,988.96 "," 33,019.20 "
03PIFL2604-49," 327,739.25 "," 29,604.38 "
03PIFL2604-5," 344,117.40 "," 9,804.49 "
03PIFL2604-50," 255,644.09 "," 45,597.81 "
03PIFL2604-51," 192,706.87 "," 101,186.77 "
03PIFL2604-52," 537,165.87 "," 125,609.53 "
03PIFL2604-5231," 147,530.15 "," 48,036.58 "
03PIFL2604-53," 563,771.18 "," 28,147.80 "
03PIFL2604-54," 481,671.76 "," 52,664.09 "
03PIFL2604-55," 1,576,994.77 "," 10,525.21 "
03PIFL2604-56," 317,140.10 "," 101,668.24 "
03PIFL2604-57," 1,202,702.45 "," 10,377.88 "
03PIFL2604-58," 1,014,913.70 "," 22,783.68 "
03PIFL2604-59," 3,301,052.80 "," 26,451.24 "
03PIFL2604-6," 428,688.05 "," 8,905.84 "
03PIFL2604-60," 392,431.92 "," 36,128.30 "
03PIFL2604-61," 218,909.96 "," 43,135.61 "
03PIFL2604-62," 315,837.85 "," 271,489.19 "
03PIFL2604-6231," 77,027.42 "," 14,079.98 "
03PIFL2604-63," 1,289,112.94 "," 10,249.02 "
03PIFL2604-64," 1,127,086.55 "," 26,780.64 "
03PIFL2604-65," 1,366,801.21 "," 43,300.74 "
03PIFL2604-66," 577,861.60 "," 19,369.89 "
03PIFL2604-67," 1,155,301.12 "," 16,779.34 "
03PIFL2604-68," 1,291,066.27 "," 54,789.88 "
03PIFL2604-69," 386,353.85 "," 18,248.02 "
03PIFL2604-7," 421,866.38 "," 38,077.44 "
03PIFL2604-70," 788,548.32 "," 24,741.50 "
03PIFL2604-71," 1,408,107.97 "," 43,077.74 "
03PIFL2604-72," 740,609.49 "," 15,000.62 "
03PIFL2604-7231," 392,270.56 "," 33,364.95 "
03PIFL2604-73," 878,139.66 "," 33,145.05 "
03PIFL2604-74," 1,295,942.85 "," 13,572.43 "
03PIFL2604-75," 432,342.25 "," 47,358.07 "
03PIFL2604-76," 265,886.92 "," 11,248.38 "
03PIFL2604-77," 407,818.33 "," 35,153.90 "
03PIFL2604-78," 290,477.39 "," 28,237.80 "
03PIFL2604-79," 507,102.76 "," 53,178.94 "
03PIFL2604-8," 666,285.96 "," 31,376.09 "
03PIFL2604-80," 516,609.86 "," 12,631.63 "
03PIFL2604-81," 371,923.54 "," 14,635.85 "
03PIFL2604-82," 457,590.25 "," 43,285.92 "
03PIFL2604-8231," 727,810.55 "," 15,677.44 "
03PIFL2604-83," 1,398,514.76 "," 28,443.56 "
03PIFL2604-84," 552,693.27 "," 34,784.03 "
03PIFL2604-85," 620,848.64 "," 43,085.71 "
03PIFL2604-86," 575,198.07 "," 11,406.98 "
03PIFL2604-87," 620,848.64 "," 23,423.28 "
03PIFL2604-88," 2,820,253.44 "," 12,483.63 "
03PIFL2604-89," 1,449,225.26 "," 11,556.94 "
03PIFL2604-9," 323,256.71 "," 13,520.29 "
03PIFL2604-90," 548,758.66 "," 10,221.54 "
03PIFL2604-91," 552,021.61 "," 32,245.25 "
03PIFL2604-92," 418,328.30 "," 21,902.68 "
03PIFL2604-9231," 338,924.64 "," 17,639.83 "
03PIFL2604-93," 1,153,987.95 "," 12,776.59 "
03PIFL2604-94," 1,514,830.85 "," 17,180.67 "
03PIFL2604-95," 385,305.45 "," 66,718.24 "
03PIFL2604-96," 849,838.14 "," 26,999.13 "
03PIFL2604-97," 743,839.93 "," 36,510.10 "
03PIFL2604-98," 321,514.11 "," 43,091.92 "
03PIFL2604-99," 1,123,113.21 "," 14,385.32 "
03PIFL2605-1," 527,642.84 "," 37,875.67 "
03PIFL2605-10," 531,040.34 "," 57,456.60 "
03PIFL2605-100," 552,314.60 "," 46,754.81 "
03PIFL2605-101," 540,474.37 "," 33,247.39 "
03PIFL2605-102," 3,191,448.82 "," 29,509.07 "
03PIFL2605-103," 1,862,974.99 "," 35,778.72 "
03PIFL2605-104," 500,825.89 "," 36,021.66 "
03PIFL2605-105," 545,806.73 "," 12,848.13 "
03PIFL2605-106," 656,568.68 "," 14,538.57 "
03PIFL2605-107," 1,887,771.15 "," 56,989.17 "
03PIFL2605-108," 555,394.58 "," 32,253.97 "
03PIFL2605-109," 826,564.64 "," 14,427.37 "
03PIFL2605-11," 980,583.82 "," 72,871.79 "
03PIFL2605-110," 1,525,837.67 "," 12,585.10 "
03PIFL2605-111," 1,547,803.03 "," 29,964.75 "
03PIFL2605-112," 585,059.38 "," 178,169.01 "
03PIFL2605-113," 311,450.31 "," 22,718.83 "
03PIFL2605-114," 798,640.05 "," 44,084.35 "
03PIFL2605-115," 770,689.45 "," 34,265.81 "
03PIFL2605-116," 1,573,448.84 "," 99,359.84 "
03PIFL2605-117," 1,691,726.86 "," 47,088.93 "
03PIFL2605-118," 1,047,226.03 "," 25,456.22 "
03PIFL2605-119," 3,120,508.63 "," 37,706.41 "
03PIFL2605-12," 828,530.74 "," 22,110.70 "
03PIFL2605-120," 542,933.19 "," 64,428.76 "
03PIFL2605-121," 679,569.18 "," 61,338.36 "
03PIFL2605-122," 2,110,302.40 "," 48,193.38 "
03PIFL2605-123," 1,264,002.01 "," 48,909.68 "
03PIFL2605-124," 1,701,835.39 "," 10,572.88 "
03PIFL2605-125," 5,013,350.13 "," 12,518.95 "
03PIFL2605-126," 545,813.14 "," 77,311.66 "
03PIFL2605-127," 1,332,833.27 "," 39,797.58 "
03PIFL2605-128," 2,836,420.76 "," 24,752.02 "
03PIFL2605-129," 3,070,303.15 "," 160,774.93 "
03PIFL2605-13," 1,405,578.21 "," 55,356.11 "
03PIFL2605-130," 1,509,184.28 "," 72,964.73 "
03PIFL2605-131," 709,776.12 "," 26,632.09 "
03PIFL2605-132," 350,473.41 "," 46,039.04 "
03PIFL2605-133," 702,296.66 "," 12,625.74 "
03PIFL2605-134," 1,642,272.90 "," 42,023.06 "
03PIFL2605-135," 1,543,581.56 "," 36,276.28 "
03PIFL2605-136," 935,134.63 "," 25,415.83 "
03PIFL2605-137," 1,986,915.22 "," 40,587.17 "
03PIFL2605-138," 377,865.80 "," 26,070.82 "
03PIFL2605-139," 1,651,511.58 "," 23,152.16 "
03PIFL2605-14," 563,456.85 "," 26,484.01 "
03PIFL2605-140," 2,972,152.62 "," 13,537.32 "
03PIFL2605-141," 568,371.81 "," 35,962.83 "
03PIFL2605-142," 1,635,768.70 "," 5,718.28 "
03PIFL2605-143," 2,263,431.28 "," 30,012.61 "
03PIFL2605-144," 645,744.57 "," 39,223.29 "
03PIFL2605-145," 1,498,853.93 "," 18,770.47 "
03PIFL2605-146," 1,444,199.21 "," 65,330.20 "
03PIFL2605-147," 540,433.40 "," 13,829.99 "
03PIFL2605-148," 4,371,062.31 "," 26,483.60 "
03PIFL2605-149," 1,216,863.36 "," 76,892.88 "
03PIFL2605-15," 759,878.17 "," 35,982.46 "
03PIFL2605-150," 558,583.28 "," 8,690.60 "
03PIFL2605-151," 829,438.72 "," 69,350.95 "
03PIFL2605-152," 199,783.55 "," 26,208.37 "
03PIFL2605-153," 528,274.83 "," 9,742.54 "
03PIFL2605-154," 1,460,923.67 "," 32,202.57 "
03PIFL2605-155," 642,212.96 "," 43,533.85 "
03PIFL2605-156," 3,670,446.05 "," 24,773.45 "
03PIFL2605-157," 724,983.51 "," 20,597.80 "
03PIFL2605-158," 595,745.78 "," 28,296.56 "
03PIFL2605-159," 653,538.86 "," 83,593.63 "
03PIFL2605-16," 705,320.52 "," 12,985.98 "
03PIFL2605-160," 453,673.34 "," 22,669.27 "
03PIFL2605-161," 770,689.45 "," 25,167.60 "
03PIFL2605-162," 1,514,206.24 "," 42,130.84 "
03PIFL2605-163," 403,405.36 "," 15,511.98 "
03PIFL2605-164," 541,467.36 "," 40,801.44 "
03PIFL2605-165," 1,384,350.99 "," 22,749.24 "
03PIFL2605-166," 1,302,305.02 "," 64,205.04 "
03PIFL2605-167," 438,981.30 "," 55,772.27 "
03PIFL2605-168," 657,348.32 "," 12,228.04 "
03PIFL2605-169," 2,620,237.87 "," 28,227.95 "
03PIFL2605-17," 532,745.08 "," 23,772.03 "
03PIFL2605-170," 555,413.30 "," 48,951.99 "
03PIFL2605-171," 1,478,090.89 "," 18,974.42 "
03PIFL2605-172," 1,467,851.99 "," 15,559.37 "
03PIFL2605-17231," 632,202.98 "," 91,434.42 "
03PIFL2605-173," 394,868.96 "," 25,140.03 "
03PIFL2605-174," 550,240.21 "," 53,225.50 "
03PIFL2605-175," 1,440,679.83 "," 42,992.57 "
03PIFL2605-176," 1,474,228.24 "," 16,891.06 "
03PIFL2605-177," 860,907.34 "," 7,987.64 "
03PIFL2605-178," 716,307.23 "," 16,511.04 "
03PIFL2605-179," 607,946.73 "," 16,314.68 "
03PIFL2605-18," 765,663.83 "," 35,110.14 "
03PIFL2605-180," 410,044.15 "," 32,318.05 "
03PIFL2605-181," 1,137,476.25 "," 36,921.34 "
03PIFL2605-182," 546,711.77 "," 64,251.31 "
03PIFL2605-183," 183,806.18 "," 48,717.37 "
03PIFL2605-184," 871,640.44 "," 12,877.67 "
03PIFL2605-185," 1,110,254.13 "," 32,202.61 "
03PIFL2605-186," 1,472,012.21 "," 52,320.01 "
03PIFL2605-187," 539,448.37 "," 61,398.18 "
03PIFL2605-188," 993,699.49 "," 79,650.84 "
03PIFL2605-189," 1,409,356.81 "," 209,996.69 "
03PIFL2605-19," 1,282,885.31 "," 73,897.49 "
03PIFL2605-190," 566,600.32 "," 55,499.75 "
03PIFL2605-191," 556,747.85 "," 27,317.80 "
03PIFL2605-192," 1,665,342.10 "," 94,620.81 "
03PIFL2605-193," 1,419,079.86 "," 33,161.83 "
03PIFL2605-194," 1,570,208.12 "," 51,539.24 "
03PIFL2605-195," 831,251.75 "," 13,243.40 "
03PIFL2605-196," 833,046.05 "," 53,530.08 "
03PIFL2605-197," 1,069,023.18 "," 76,998.84 "
03PIFL2605-198," 1,363,100.81 "," 25,138.45 "
03PIFL2605-199," 559,853.61 "," 25,808.97 "
03PIFL2605-2," 561,110.29 "," 15,772.84 "
03PIFL2605-20," 1,489,277.03 "," 31,885.77 "
03PIFL2605-200," 1,441,365.66 "," 36,702.10 "
03PIFL2605-201," 540,601.55 "," 22,207.22 "
03PIFL2605-202," 1,800,660.50 "," 11,255.71 "
03PIFL2605-203," 555,729.63 "," 12,741.40 "
03PIFL2605-21," 830,218.90 "," 5,695.18 "
03PIFL2605-22," 1,575,106.76 "," 28,967.31 "
03PIFL2605-23," 380,973.49 "," 59,276.31 "
03PIFL2605-24," 1,342,170.70 "," 34,639.37 "
03PIFL2605-25," 1,232,536.38 "," 27,337.00 "
03PIFL2605-25231," 368,473.95 "," 24,327.14 "
03PIFL2605-26," 511,376.99 "," 52,526.58 "
03PIFL2605-26231," 236,644.36 "," 111,785.39 "
03PIFL2605-27," 517,916.31 "," 126,267.89 "
03PIFL2605-28," 437,254.68 "," 23,375.51 "
03PIFL2605-28231," 461,437.63 "," 52,654.22 "
03PIFL2605-29," 772,468.60 "," 62,038.92 "
03PIFL2605-29231," 491,437.58 "," 52,632.44 "
03PIFL2605-3," 1,382,365.24 "," 35,753.87 "
03PIFL2605-30," 1,215,582.38 "," 50,089.68 "
03PIFL2605-30231," 1,591,211.43 "," 24,369.09 "
03PIFL2605-31," 829,122.64 "," 25,164.84 "
03PIFL2605-32," 1,326,271.25 "," 80,207.42 "
03PIFL2605-33," 3,555,473.21 "," 22,858.15 "
03PIFL2605-34," 1,082,038.93 "," 68,272.11 "
03PIFL2605-35," 752,753.99 "," 103,023.67 "
03PIFL2605-36," 540,375.73 "," 25,325.48 "
03PIFL2605-37," 1,319,611.53 "," 13,020.26 "
03PIFL2605-38," 1,604,151.40 "," 45,130.09 "
03PIFL2605-39," 666,478.41 "," 54,331.01 "
03PIFL2605-4," 501,365.48 "," 154,384.61 "
03PIFL2605-40," 545,970.36 "," 13,759.91 "
03PIFL2605-41," 832,151.23 "," 39,831.18 "
03PIFL2605-42," 1,607,289.05 "," 13,056.33 "
03PIFL2605-43," 2,328,426.87 "," 34,661.54 "
03PIFL2605-44," 970,047.40 "," 32,795.07 "
03PIFL2605-45," 1,680,600.40 "," 48,074.92 "
03PIFL2605-46," 414,990.17 "," 25,940.79 "
03PIFL2605-47," 530,606.26 "," 41,165.72 "
03PIFL2605-48," 2,403,612.48 "," 88,030.39 "
03PIFL2605-49," 1,932,458.51 "," 43,238.41 "
03PIFL2605-5," 557,942.95 "," 11,693.92 "
03PIFL2605-50," 693,501.04 "," 27,169.75 "
03PIFL2605-51," 770,815.53 "," 135,651.37 "
03PIFL2605-52," 2,220,804.79 "," 62,980.44 "
03PIFL2605-53," 1,177,407.81 "," 76,032.19 "
03PIFL2605-54," 771,581.38 "," 79,689.84 "
03PIFL2605-55," 1,180,426.54 "," 13,793.62 "
03PIFL2605-56," 2,084,444.68 "," 33,302.66 "
03PIFL2605-57," 764,962.26 "," 22,114.05 "
03PIFL2605-58," 1,323,069.90 "," 26,687.11 "
03PIFL2605-59," 5,748,933.36 "," 21,315.45 "
03PIFL2605-6," 558,880.74 "," 15,566.00 "
03PIFL2605-60," 559,220.16 "," 27,602.31 "
03PIFL2605-61," 746,084.49 "," 8,516.65 "
03PIFL2605-62," 1,098,203.07 "," 89,116.65 "
03PIFL2605-63," 541,376.76 "," 22,472.75 "
03PIFL2605-64," 563,456.85 "," 53,224.14 "
03PIFL2605-65," 2,677,735.70 "," 64,657.65 "
03PIFL2605-66," 664,182.17 "," 42,008.57 "
03PIFL2605-67," 792,846.76 "," 21,332.59 "
03PIFL2605-68," 1,362,809.45 "," 61,075.91 "
03PIFL2605-69," 1,270,021.92 "," 88,512.14 "
03PIFL2605-7," 772,432.21 "," 45,025.97 "
